species_list,Site Name,Longitude,Latitude,Month,Year,total_tolerant_species,total_sensitive_species,total_resident_species,total_migrant_species,total_unique_species,total_bird_count
"['Arctic Warbler', 'Kamchatka Leaf Warbler', 'Japanese Leaf Warbler', 'Asian Glossy Starling', 'Ashy Thrush', 'Barred Rail', 'Barn Swallow', 'Black-chinned Fruit-Dove', 'Black-naped Oriole', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Coppersmith Barbet', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Guaiabero', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Gray-streaked Flycatcher', 'Indigo-banded Kingfisher', 'Philippine Jungle Crow', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Bulbul', 'Philippine Collared-Dove', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Nightjar', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Plain Bush-hen', 'Philippine Pitta', ""White's Thrush"", 'Spotted Dove', 'Striated Grassbird', 'Western Hooded Pitta', 'Buzzing Flowerpecker', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","La Mesa Eco Park, Quezon City",121.0731447,14.7123385,3,2014,27,18,37,8,45,670
"['Ashy Thrush', 'Barred Rail', 'Black-chinned Fruit-Dove', 'Black-naped Oriole', 'Brown Shrike', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-backed Tailorbird', 'Gray-streaked Flycatcher', 'Indigo-banded Kingfisher', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Garden Sunbird', 'Pacific Swallow', 'Pechora Pipit', 'Philippine Coucal', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pitta', 'Rock Pigeon', 'Striated Grassbird', 'Western Hooded Pitta', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']","La Mesa Eco Park, Quezon City",121.0731447,14.7123385,4,2014,17,10,23,4,27,91
"['Ashy Thrush', 'Black-naped Oriole', 'Collared Kingfisher', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Zebra Dove']",La Mesa Eco Park (LMEP),121.0731447,14.7123385,6,2014,8,2,10,0,10,31
"['Ashy Thrush', 'Black-naped Oriole', 'Collared Kingfisher', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Zebra Dove']","La Mesa Eco Park, Quezon City",121.0731447,14.7123385,6,2014,8,2,10,0,10,31
"['Ashy Thrush', 'Barred Rail', 'Black-naped Oriole', 'Collared Kingfisher', 'Coppersmith Barbet', 'Asian Emerald Dove', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Guaiabero', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Indigo-banded Kingfisher', 'Philippine Jungle Crow', 'Lowland White-eye', 'Mangrove Blue Flycatcher', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Bulbul', 'Philippine Hanging-Parrot', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Philippine Pitta', 'Slaty-legged Crake', 'Striated Grassbird', 'Tawny Grassbird', 'Western Hooded Pitta', 'White-breasted Waterhen', 'White-breasted Woodswallow', 'White-eared Brown-Dove', 'Yellow-vented Bulbul', 'Zebra Dove']","La Mesa Eco Park, Quezon City",121.0731447,14.7123385,7,2014,26,9,33,2,35,293
"['Ashy Thrush', 'Eastern Yellow Wagtail', 'Lowland White-eye', 'Garden Sunbird', 'Pechora Pipit', 'Philippine Pygmy Woodpecker', 'Philippine Pitta', 'Spotted Dove', 'Western Hooded Pitta']",La Mesa Ecopark,121.0740325,14.7127484,5,2014,4,5,6,3,9,22
"['Collared Kingfisher', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'White-breasted Woodswallow', 'Yellow-vented Bulbul']",Ateneo Manila Observatory,121.077831,14.636312,5,2014,8,0,8,0,8,24
"['Brown Shrike', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Pied-Fantail', 'Whiskered Tern', 'Yellow-vented Bulbul']","PH-NCR-Marikina - 14.6422x121.0907 - Mar 30, 2014, 7:17",121.090656,14.642246,3,2014,7,1,6,2,8,64
"['Collared Kingfisher', 'Eurasian Tree Sparrow', 'Yellow-vented Bulbul']","PH-NCR-Marikina - 14.6422x121.0907 - Mar 30, 2014, 7:17",121.090656,14.642246,6,2014,3,0,3,0,3,16
['Yellow-vented Bulbul'],"Vista Real Classica, Quezon City",121.101761,14.672202,4,2014,1,0,1,0,1,1
['Peregrine Falcon'],"Vista Real Classica, Quezon City",121.101761,14.672202,12,2014,1,0,0,1,1,1
['Blue-tailed Bee-eater'],37 Hoover Street--our house,121.1291385,14.5867166,3,2014,0,1,0,1,1,1
['Yellow-vented Bulbul'],37 Hoover Street--our house,121.1297286,14.5867295,1,2014,1,0,1,0,1,1
['Pheasant-tailed Jacana'],Taytay-Angono Coastal Road,121.1373764,14.5350817,3,2014,1,0,1,0,1,2
['Wandering Whistling-Duck'],Taytay-Angono Coastal Road,121.1373764,14.5350817,4,2014,1,0,1,0,1,12
"['Black-headed Gull', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Common Greenshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Great Egret', 'Gray-tailed Tattler', 'Medium Egret', 'Little Egret', 'Little Tern', 'Marsh Sandpiper', 'Garden Sunbird', 'Pacific Swallow', 'Striated Grassbird', 'White-breasted Waterhen', 'Whiskered Tern', 'Wood Sandpiper', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']","Taliptip, Obando",120.908423,14.757871,3,2015,17,6,13,10,23,1344
['Black Bittern'],"Baluarte coastal fishponds, Obando, Bulacan",120.9250546,14.7248961,3,2015,0,1,1,0,1,1
"['Black-crowned Night Heron', 'Collared Kingfisher', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Gray Heron', 'Great Egret', 'Little Egret', 'Pacific Golden-Plover', 'Little Heron', 'Whiskered Tern']",Tanza,120.932254,14.681069,10,2015,8,3,4,7,11,428
"['Brown Shrike', 'Common Kingfisher', 'Little Egret', 'Little Heron', 'Whiskered Tern']","Muzon River, Malabon",120.9457469,14.6886844,10,2015,3,2,2,3,5,130
"['Black-crowned Night Heron', 'Common Kingfisher', 'Eurasian Moorhen', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Little Egret']",Dampalit River,120.9465194,14.6793854,10,2015,5,1,5,1,6,65
"['Kamchatka Leaf Warbler', 'Blue-tailed Bee-eater', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Scaly-breasted Munia', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Swiftlet', 'Yellow-vented Bulbul', 'Zebra Dove']","Ayala Alabang Village, Muntinlupa",120.9601,14.69569,4,2015,18,2,18,2,20,92
"['Barn Swallow', 'Black-crowned Night Heron', 'Brown Shrike', 'Little Egret', 'Long-tailed Shrike', 'Osprey', 'Striated Grassbird', 'White-breasted Waterhen', 'Yellow-vented Bulbul']",Meycauayan City,120.9666181,14.7326351,10,2015,7,2,6,3,9,139
['Long-tailed Shrike'],Molino ricefield near 678,120.9672618,14.4281239,8,2015,1,0,1,0,1,1
['Java Sparrow'],Ricefield along molino near 678 complex,120.9672725,14.4282278,5,2015,1,0,1,0,1,3
['Philippine Coucal'],Ricefield along molino near 678 complex,120.9672725,14.4282278,6,2015,1,0,1,0,1,1
['White-breasted Waterhen'],Ricefield along molino near 678 complex,120.9672725,14.4282278,7,2015,1,0,1,0,1,1
"['Eurasian Moorhen', 'Great Egret', 'Greater Painted-Snipe', 'Little Ringed Plover', 'Long-tailed Shrike', 'Yellow Bittern']",Ricefield along molino near 678 complex,120.9672725,14.4282278,8,2015,4,2,4,2,6,19
"['Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Fort Santiago, Manila, NCR, Philippines",120.970341,14.5943402,12,2015,2,0,2,0,2,4
['Yellow-vented Bulbul'],"Fort Santiago, Manila",120.9709959,14.5932408,2,2015,1,0,1,0,1,1
['Asian Glossy Starling'],"Fort Santiago, Manila",120.9709959,14.5932408,7,2015,1,0,1,0,1,13
"['Brown Shrike', 'Eurasian Tree Sparrow', 'Philippine Pied-Fantail', 'Spotted Dove']","Fort Santiago, Manila",120.9709959,14.5932408,12,2015,3,1,3,1,4,21
"['Collared Kingfisher', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Philippine Magpie-Robin', 'Philippine Pied-Fantail', 'Rock Pigeon', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']",Intramuros,120.971801,14.592724,11,2015,11,0,10,1,11,68
"['Black-headed Gull', 'Common Sandpiper', 'Little Heron', 'Whiskered Tern']",Manila Hotel Waterfront,120.9732163,14.5824932,12,2015,4,0,1,3,4,12
"['Asian Glossy Starling', 'Black-headed Gull', 'Eurasian Tree Sparrow', 'Little Egret', 'Whiskered Tern']","Plaza Mexico, Intramuros",120.9755766,14.5945997,4,2015,5,0,3,2,5,579
"['Common Redshank', 'Gray Heron', 'Nankeen Night Heron']",Las Pinas-Paranaque Critical Habitat,120.9771726,14.4899542,2,2015,1,2,1,2,3,36
"['Eurasian Tree Sparrow', 'Rock Pigeon', 'Zebra Dove']","Rizal Park, Manila",120.979234,14.58382,6,2015,3,0,3,0,3,8
"['Eurasian Tree Sparrow', 'Rock Pigeon']","Rizal Park, Manila",120.979234,14.58382,7,2015,2,0,2,0,2,98
"['Brown Shrike', 'Eastern Yellow Wagtail', 'Eurasian Tree Sparrow', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Rock Pigeon', 'Zebra Dove']","Rizal Park, Manila",120.979234,14.58382,12,2015,5,2,5,2,7,65
"['Peregrine Falcon', 'Whiskered Tern']","Ermita Baywalk, Manila City",120.9793,14.57524,11,2015,2,0,0,2,2,72
['Eurasian Tree Sparrow'],"Ermita Baywalk, Manila",120.9793049,14.5752352,1,2015,1,0,1,0,1,12
"['Barn Swallow', 'Eurasian Tree Sparrow', 'Pacific Swallow', 'Ruddy Turnstone', 'Whiskered Tern', 'Zebra Dove']","Ermita Baywalk, Manila",120.9793049,14.5752352,4,2015,5,1,3,3,6,43
"['Asian Glossy Starling', 'Nankeen Night Heron']","Ermita Baywalk, Manila",120.9793049,14.5752352,7,2015,2,0,2,0,2,6
"['Common Sandpiper', 'Eurasian Tree Sparrow', 'Little Egret', 'Whiskered Tern']","Manila Bay, Manila",120.9804213,14.5513601,1,2015,4,0,2,2,4,20
"['Arctic Warbler', 'Barred Rail', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Cinnamon Bittern', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Eurasian Moorhen', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Cormorant', 'Great Egret', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Little Ringed Plover', 'Little Egret', 'Long-toed Stint', 'Marsh Sandpiper', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Triller', 'Pink-necked Green-Pigeon', 'Purple Heron', 'Nankeen Night Heron', 'Spotted Dove', 'Striated Grassbird', 'Little Heron', 'White-breasted Waterhen', 'Whiskered Tern', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,1,2015,29,13,24,18,42,1185
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Collared Kingfisher', 'Eurasian Moorhen', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Gray Heron', 'Great Egret', 'Kentish Plover', 'Little Egret', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Nankeen Night Heron', 'Little Heron', 'White-breasted Waterhen', 'Whiskered Tern', 'Wood Sandpiper']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,3,2015,16,4,11,9,20,224
"['Asian Glossy Starling', 'Barred Rail', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Chinese Egret', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Eurasian Moorhen', 'Common Sandpiper', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Gray-rumped Swiftlet', 'Gray-tailed Tattler', 'Kentish Plover', 'Lesser Coucal', 'Little Ringed Plover', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Red Collared-Dove', 'Nankeen Night Heron', 'Striated Grassbird', 'White-browed Crake', 'Whiskered Tern', 'Wood Sandpiper', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,4,2015,29,8,24,13,37,1960
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Eurasian Moorhen', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Golden-headed Cisticola', 'Great Egret', 'Little Egret', 'Scaly-breasted Munia', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Rock Pigeon', 'Nankeen Night Heron', 'White-browed Crake', 'White-breasted Waterhen', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,5,2015,19,3,19,3,22,301
"['Barred Rail', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Eurasian Moorhen', 'Eurasian Tree Sparrow', 'Great Egret', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Ringed Plover', 'Little Egret', 'Lowland White-eye', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Pied Triller', 'Red Collared-Dove', 'Rock Pigeon', 'Nankeen Night Heron', 'Striated Grassbird', 'Little Heron', 'White-browed Crake', 'Whiskered Tern', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,6,2015,23,3,23,3,26,257
"['Asian Glossy Starling', 'Barred Rail', 'Black-crowned Night Heron', 'Brown Shrike', 'Chestnut Munia', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Great Egret', 'Gray-backed Tailorbird', 'Gray-rumped Swiftlet', 'Lesser Coucal', 'Little Egret', 'Philippine Pied-Fantail', 'Pied Triller', 'Rock Pigeon', 'Nankeen Night Heron', 'Spotted Dove', 'White-browed Crake', 'Whiskered Tern', 'Yellow Bittern', 'Yellow-vented Bulbul']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,8,2015,20,5,19,6,25,206
"['Asian Glossy Starling', 'Barred Rail', 'Black-crowned Night Heron', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Buff-banded Rail', 'Chestnut Munia', 'Collared Kingfisher', 'Common Kingfisher', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Gray-tailed Tattler', 'Medium Egret', 'Little Ringed Plover', 'Little Egret', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Triller', 'Red-necked Stint', 'Nankeen Night Heron', 'Striated Grassbird', 'White-breasted Waterhen', 'Eurasian Whimbrel', 'Whiskered Tern', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,9,2015,22,8,19,11,30,551
"['Arctic Warbler', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brown Shrike', 'Chestnut Munia', 'Chestnut-winged Cuckoo', 'Collared Kingfisher', 'Common Greenshank', 'Eurasian Moorhen', 'Common Redshank', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Little Ringed Plover', 'Little Egret', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Pied Triller', 'Rock Pigeon', 'Nankeen Night Heron', 'Spotted Dove', 'Little Heron', 'White-breasted Waterhen', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,10,2015,25,8,19,14,33,621
"['Arctic Warbler', 'Barred Rail', 'Barn Swallow', 'Black-crowned Night Heron', 'Black-winged Stilt', 'Brahminy Kite', 'Brown Shrike', 'Chestnut Munia', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Common Greenshank', 'Common Kingfisher', 'Eurasian Moorhen', 'Common Redshank', 'Common Sandpiper', 'Crested Myna', 'Eurasian Curlew', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Heron', 'Great Egret', 'Gray-rumped Swiftlet', 'Gray-tailed Tattler', 'Medium Egret', 'Kentish Plover', 'Siberian Sand-Plover', 'Little Ringed Plover', 'Little Egret', 'Marsh Sandpiper', 'Scaly-breasted Munia', 'Pacific Swallow', 'Pacific Golden-Plover', 'Philippine Pied-Fantail', 'Pied Triller', 'Red-necked Stint', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Ruddy Kingfisher', 'Nankeen Night Heron', 'Spotted Dove', 'Striated Grassbird', 'Little Heron', 'White-browed Crake', 'White-breasted Waterhen', 'Whiskered Tern', 'White Wagtail', 'White-winged Tern', 'Yellow Bittern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,11,2015,35,15,29,21,50,4128
"['Barn Swallow', 'Black-crowned Night Heron', 'Brown Shrike', 'Common Greenshank', 'Common Redshank', 'Common Sandpiper', 'Gray Heron', 'Great Egret', 'Kentish Plover', 'Little Egret', 'Philippine Pied-Fantail', 'Red-necked Stint', 'Rock Pigeon', 'Nankeen Night Heron', 'Yellow-vented Bulbul']",Las Pinas-Paranaque Wetland Park,120.9805655,14.4927334,12,2015,10,5,6,9,15,588
['Slaty-legged Crake'],Rizal Avenue,120.9822178,14.6081854,2,2015,0,1,0,1,1,1
"['Brown Shrike', 'Eurasian Tree Sparrow', 'Gray Wagtail', 'Philippine Hanging-Parrot']","334, Sta Cruz, Manila",120.9824865,14.6112693,11,2015,2,2,2,2,4,5
"['Eurasian Tree Sparrow', 'Nankeen Night Heron', 'Whiskered Tern', 'Yellow-vented Bulbul']",PH-NCR-Pasay-1202 Bukaneg St,120.984294,14.558983,10,2015,4,0,3,1,4,59
"['Collared Kingfisher', 'Common Sandpiper', 'Crested Myna', 'Little Egret', 'Nankeen Night Heron', 'Whiskered Tern', 'Zebra Dove']","Manila Yacht Club, Roxas Boulevard",120.9854686,14.5625981,4,2015,7,0,5,2,7,72
"['Eurasian Tree Sparrow', 'Rock Pigeon', 'Nankeen Night Heron', 'Whiskered Tern']",Philippines - Luzon - Manila Bay,120.9855652,14.5623482,5,2015,4,0,3,1,4,34
"['Brown Shrike', 'Common Sandpiper', 'Little Egret', 'Nankeen Night Heron']",Manila Yacht Club,120.9863806,14.5641038,12,2015,3,1,2,2,4,12
"['Black-crowned Night Heron', 'Black-winged Stilt', 'Chestnut Munia', 'Clamorous Reed Warbler', 'Collared Kingfisher', 'Eurasian Moorhen', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Great Egret', 'Medium Egret', 'Little Egret', 'Pacific Swallow', 'Nankeen Night Heron', 'Striated Grassbird', 'Whiskered Tern', 'Wood Sandpiper', 'Zebra Dove']",Las Pinas- Paranaque Critical Habitat,120.987722,14.501588,4,2015,16,2,13,5,18,467
"['Arctic Warbler', 'Black-crowned Night Heron', 'Collared Kingfisher', 'Common Greenshank', 'Eurasian Moorhen', 'Common Sandpiper', 'Eurasian Tree Sparrow', 'Gray Heron', 'Great Egret', 'Medium Egret', 'Little Egret', 'Philippine Coucal', 'Philippine Pied-Fantail', 'Nankeen Night Heron', 'Spotted Dove', 'Little Heron', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas- Paranaque Critical Habitat,120.987722,14.501588,10,2015,15,4,12,7,19,963
"['Black-crowned Night Heron', 'Cinnamon Bittern', 'Pacific Swallow', 'Nankeen Night Heron']",Manila Zoo,120.9884,14.5648,7,2015,4,0,4,0,4,14
"['Asian Glossy Starling', 'Brown Shrike', 'Golden-bellied Gerygone', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Rock Pigeon', 'Nankeen Night Heron', 'Spotted Dove', 'Yellow-vented Bulbul', 'Zebra Dove']",Manila Zoo,120.9885156,14.5651422,12,2015,9,1,9,1,10,35
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Brown-breasted Kingfisher', 'Brown Shrike', 'Common Kingfisher', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Little Egret', 'Nankeen Night Heron', 'Spotted Dove', 'Yellow-vented Bulbul', 'Zebra Dove']",Manila Zoo,120.9886041,14.564845,11,2015,10,2,10,2,12,262
['Nankeen Night Heron'],Manila Zoo,120.9887748,14.5658337,12,2015,1,0,1,0,1,3
"['Long-tailed Shrike', 'Philippine Nightjar', 'Philippine Scops-Owl', 'Red Collared-Dove', 'Spotted Dove']",University,120.9903288,14.6093627,3,2015,3,2,5,0,5,7
['Collared Kingfisher'],University of Santo Tomas - Manila,120.990428,14.6084516,6,2015,1,0,1,0,1,1
['Yellow-vented Bulbul'],Orchid Garden Suites,120.9912,14.5606,12,2015,1,0,1,0,1,8
"['Brown Shrike', 'Crested Myna', 'Eurasian Tree Sparrow', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Pasay, Philippines",120.9931698,14.5394021,10,2015,5,1,5,1,6,33
['Philippine Hanging-Parrot'],Chung compound,120.9948349,14.54128,2,2015,1,0,1,0,1,2
['Brown Shrike'],Buendia avenue,120.9954076,14.5535286,10,2015,0,1,0,1,1,1
['Philippine Pied-Fantail'],"The Henry Hotel, Pasay (restricted access)",120.9958585,14.5408577,12,2015,1,0,1,0,1,1
"['Black-naped Oriole', 'Philippine Hanging-Parrot', 'Yellow-vented Bulbul']",The Henry Hotel Manila,120.9959692,14.5409715,5,2015,3,0,3,0,3,10
"['Collared Kingfisher', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Garden Sunbird', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Pygmy Swiftlet', 'White-breasted Waterhen', 'Yellow-vented Bulbul', 'Zebra Dove']",Ninoy Aquino Park,120.9959936,14.5407643,8,2015,12,0,12,0,12,67
"['Philippine Hanging-Parrot', 'Zebra Dove']","The Henry Hotel, Pasay City",120.9960754,14.5408785,5,2015,2,0,2,0,2,6
['Garden Sunbird'],Amarillo street,120.9989119,14.4794589,2,2015,1,0,1,0,1,1
"['Arctic Warbler', 'Barn Swallow', 'Brown Shrike', 'Cinnamon Bittern', 'Gray Wagtail', 'Java Sparrow', 'Little Egret', 'Philippine Pied-Fantail', 'Red Collared-Dove', 'Striated Grassbird', 'Little Heron', 'Tawny Grassbird', 'White-breasted Woodswallow', 'Zebra Dove']","Meycauayan, Camalig",120.9995278,14.7713611,9,2015,11,3,10,4,14,31
['Peregrine Falcon'],Tower ng Espana,121.0022593,14.6180433,1,2015,1,0,0,1,1,2
"['Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Rock Pigeon']",NAIA runway (Manila),121.00732,14.5030459,11,2015,3,0,3,0,3,21
"['Black-winged Stilt', 'Brown Shrike']",Pasay City,121.0076451,14.5410914,9,2015,1,1,1,1,2,45
['White-breasted Woodswallow'],Marriot Hotel,121.0077095,14.5312342,3,2015,1,0,1,0,1,4
"['Black-crowned Night Heron', 'Collared Kingfisher']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,6,2015,2,0,2,0,2,25
['Philippine Hanging-Parrot'],"Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,7,2015,1,0,1,0,1,1
['Collared Kingfisher'],"Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,8,2015,1,0,1,0,1,1
"['Asian Glossy Starling', 'Brown Shrike', 'Collared Kingfisher', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,9,2015,8,2,8,2,10,14
['Little Egret'],"Tripa de Galina Creek, Bangkal, Makati City",121.0097533,14.5422193,11,2015,1,0,1,0,1,1
"['Asian Glossy Starling', 'Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Little Egret', 'Pacific Swallow', 'Rock Pigeon', 'Zebra Dove']",Manila airport,121.010712,14.521924,4,2015,9,0,9,0,9,42
['Little Egret'],Tripa de Galiena creek,121.0116363,14.5439482,2,2015,1,0,1,0,1,2
"['Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Pacific Swallow', 'Yellow-vented Bulbul', 'Zebra Dove']",Las Pinas City (Love St),121.0137847,14.4278109,12,2015,5,0,5,0,5,36
['Little Egret'],"Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,1,2015,1,0,1,0,1,6
['Little Egret'],"Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,12,2015,1,0,1,0,1,1
"['Asian Glossy Starling', 'Black-naped Oriole', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Blue Rock-Thrush', 'Chestnut Munia', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Long-tailed Shrike', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Rock Pigeon', 'White-breasted Woodswallow', 'Yellow-vented Bulbul', 'Zebra Dove']",Philippines - Luzon - Alabang,121.01437,14.40762,4,2015,17,3,17,3,20,152
